 1 100000 500, 1.0
 2 50000 500, 1.71539602635548
 4 25000 500, 2.141565076553058
 8 12500 500, 2.123069251405128
 1 100000 1000, 1.0
 2 50000 1000, 1.7111515365867698
 4 25000 1000, 2.145501630788817
 8 12500 1000, 2.146238612004287
 1 100000 1500, 1.0
 2 50000 1500, 1.8029439238293674
 4 25000 1500, 2.1888818453792553
 8 12500 1500, 2.158727775018066
 1 100000 2000, 1.0
 2 50000 2000, 1.80075074665817
 4 25000 2000, 2.204697998805171
 8 12500 2000, 2.1661691047295806
 1 100000 2500, 1.0
 2 50000 2500, 1.845101566194833
 4 25000 2500, 2.194109832947379
 8 12500 2500, 2.1813641218161908
