 1 1000 500, 1.0
 2 500 500, 1.665335994677312
 4 250 500, 1.5008566044200786
 8 125 500, 1.507636707826012
 1 1000 1000, 1.0
 2 500 1000, 1.3264347358182083
 4 250 1000, 1.7296918011550708
 8 125 1000, 1.7055270230713961
 1 1000 1500, 1.0
 2 500 1500, 1.5739543122608246
 4 250 1500, 1.8751144734222578
 8 125 1500, 1.8378668435841399
 1 1000 2000, 1.0
 2 500 2000, 1.562331083204485
 4 250 2000, 1.8919062913856879
 8 125 2000, 1.7805873925501432
 1 1000 2500, 1.0
 2 500 2500, 1.652705098587009
 4 250 2500, 1.9716069322668308
 8 125 2500, 1.961449194042032
