
../pthreads_dotprod 1 1000 500
1 thread(s), 1719 usec
1 thread(s), 1740 usec
1 thread(s), 1752 usec
1 thread(s), 1662 usec
1 thread(s), 1703 usec
1 thread(s), 2033 usec
1 thread(s), 1696 usec
1 thread(s), 1622 usec
1 thread(s), 1761 usec
1 thread(s), 1660 usec
1 thread(s), 1716 usec
1 thread(s), 1782 usec
1 thread(s), 1659 usec
1 thread(s), 1594 usec
1 thread(s), 1694 usec
1 thread(s), 1902 usec
1 thread(s), 2285 usec
1 thread(s), 1718 usec
1 thread(s), 1637 usec
1 thread(s), 1707 usec

../pthreads_dotprod 2 500 500
2 thread(s), 955 usec
2 thread(s), 919 usec
2 thread(s), 1445 usec
2 thread(s), 1451 usec
2 thread(s), 933 usec
2 thread(s), 929 usec
2 thread(s), 917 usec
2 thread(s), 973 usec
2 thread(s), 937 usec
2 thread(s), 941 usec
2 thread(s), 1011 usec
2 thread(s), 937 usec
2 thread(s), 1178 usec
2 thread(s), 1079 usec
2 thread(s), 941 usec
2 thread(s), 1020 usec
2 thread(s), 1088 usec
2 thread(s), 1024 usec
2 thread(s), 946 usec
2 thread(s), 1418 usec

../pthreads_dotprod 4 250 500
4 thread(s), 975 usec
4 thread(s), 968 usec
4 thread(s), 954 usec
4 thread(s), 1113 usec
4 thread(s), 1849 usec
4 thread(s), 1110 usec
4 thread(s), 965 usec
4 thread(s), 963 usec
4 thread(s), 1011 usec
4 thread(s), 1102 usec
4 thread(s), 870 usec
4 thread(s), 1577 usec
4 thread(s), 965 usec
4 thread(s), 964 usec
4 thread(s), 956 usec
4 thread(s), 1122 usec
4 thread(s), 1114 usec
4 thread(s), 1122 usec
4 thread(s), 2502 usec
4 thread(s), 1146 usec

../pthreads_dotprod 8 125 500
8 thread(s), 1166 usec
8 thread(s), 980 usec
8 thread(s), 874 usec
8 thread(s), 951 usec
8 thread(s), 1108 usec
8 thread(s), 1000 usec
8 thread(s), 1071 usec
8 thread(s), 947 usec
8 thread(s), 1070 usec
8 thread(s), 1082 usec
8 thread(s), 1111 usec
8 thread(s), 1010 usec
8 thread(s), 1616 usec
8 thread(s), 1312 usec
8 thread(s), 1050 usec
8 thread(s), 1061 usec
8 thread(s), 1028 usec
8 thread(s), 2147 usec
8 thread(s), 1547 usec
8 thread(s), 1112 usec

../pthreads_dotprod 1 1000 1000
1 thread(s), 3273 usec
1 thread(s), 3098 usec
1 thread(s), 3185 usec
1 thread(s), 3051 usec
1 thread(s), 3228 usec
1 thread(s), 3213 usec
1 thread(s), 3245 usec
1 thread(s), 3099 usec
1 thread(s), 3091 usec
1 thread(s), 3042 usec
1 thread(s), 3223 usec
1 thread(s), 3306 usec
1 thread(s), 3262 usec
1 thread(s), 3438 usec
1 thread(s), 3243 usec
1 thread(s), 3127 usec
1 thread(s), 3110 usec
1 thread(s), 3077 usec
1 thread(s), 3539 usec
1 thread(s), 3242 usec

../pthreads_dotprod 2 500 1000
2 thread(s), 1911 usec
2 thread(s), 2583 usec
2 thread(s), 1752 usec
2 thread(s), 2699 usec
2 thread(s), 2764 usec
2 thread(s), 2694 usec
2 thread(s), 2768 usec
2 thread(s), 2727 usec
2 thread(s), 2786 usec
2 thread(s), 1697 usec
2 thread(s), 2735 usec
2 thread(s), 1699 usec
2 thread(s), 2715 usec
2 thread(s), 2693 usec
2 thread(s), 2661 usec
2 thread(s), 2685 usec
2 thread(s), 2634 usec
2 thread(s), 2752 usec
2 thread(s), 1684 usec
2 thread(s), 1680 usec

../pthreads_dotprod 4 250 1000
4 thread(s), 1453 usec
4 thread(s), 1523 usec
4 thread(s), 2185 usec
4 thread(s), 1787 usec
4 thread(s), 2118 usec
4 thread(s), 1725 usec
4 thread(s), 1706 usec
4 thread(s), 1728 usec
4 thread(s), 1772 usec
4 thread(s), 1702 usec
4 thread(s), 2147 usec
4 thread(s), 2131 usec
4 thread(s), 1845 usec
4 thread(s), 1901 usec
4 thread(s), 1714 usec
4 thread(s), 2133 usec
4 thread(s), 1709 usec
4 thread(s), 1506 usec
4 thread(s), 2148 usec
4 thread(s), 2121 usec

../pthreads_dotprod 8 125 1000
8 thread(s), 1862 usec
8 thread(s), 2080 usec
8 thread(s), 2182 usec
8 thread(s), 2217 usec
8 thread(s), 1482 usec
8 thread(s), 1957 usec
8 thread(s), 1859 usec
8 thread(s), 1667 usec
8 thread(s), 1932 usec
8 thread(s), 1560 usec
8 thread(s), 1780 usec
8 thread(s), 2212 usec
8 thread(s), 1904 usec
8 thread(s), 2105 usec
8 thread(s), 1657 usec
8 thread(s), 1853 usec
8 thread(s), 1668 usec
8 thread(s), 1931 usec
8 thread(s), 2033 usec
8 thread(s), 1638 usec

../pthreads_dotprod 1 1000 1500
1 thread(s), 4894 usec
1 thread(s), 4597 usec
1 thread(s), 5117 usec
1 thread(s), 4556 usec
1 thread(s), 4530 usec
1 thread(s), 4572 usec
1 thread(s), 4600 usec
1 thread(s), 4621 usec
1 thread(s), 4516 usec
1 thread(s), 4641 usec
1 thread(s), 4906 usec
1 thread(s), 4661 usec
1 thread(s), 4722 usec
1 thread(s), 4743 usec
1 thread(s), 4717 usec
1 thread(s), 4737 usec
1 thread(s), 4644 usec
1 thread(s), 4652 usec
1 thread(s), 5052 usec
1 thread(s), 4709 usec

../pthreads_dotprod 2 500 1500
2 thread(s), 2460 usec
2 thread(s), 4007 usec
2 thread(s), 2509 usec
2 thread(s), 2527 usec
2 thread(s), 2482 usec
2 thread(s), 2688 usec
2 thread(s), 2492 usec
2 thread(s), 2439 usec
2 thread(s), 2464 usec
2 thread(s), 4117 usec
2 thread(s), 2501 usec
2 thread(s), 3892 usec
2 thread(s), 4045 usec
2 thread(s), 2470 usec
2 thread(s), 3936 usec
2 thread(s), 2761 usec
2 thread(s), 2543 usec
2 thread(s), 2556 usec
2 thread(s), 4500 usec
2 thread(s), 2452 usec

../pthreads_dotprod 4 250 1500
4 thread(s), 2084 usec
4 thread(s), 2493 usec
4 thread(s), 2074 usec
4 thread(s), 2559 usec
4 thread(s), 2132 usec
4 thread(s), 2271 usec
4 thread(s), 2313 usec
4 thread(s), 2500 usec
4 thread(s), 2649 usec
4 thread(s), 2485 usec
4 thread(s), 2501 usec
4 thread(s), 3755 usec
4 thread(s), 2464 usec
4 thread(s), 2846 usec
4 thread(s), 3182 usec
4 thread(s), 2256 usec
4 thread(s), 2497 usec
4 thread(s), 2475 usec
4 thread(s), 2118 usec
4 thread(s), 2576 usec

../pthreads_dotprod 8 125 1500
8 thread(s), 2752 usec
8 thread(s), 2541 usec
8 thread(s), 2654 usec
8 thread(s), 2350 usec
8 thread(s), 2220 usec
8 thread(s), 2489 usec
8 thread(s), 2113 usec
8 thread(s), 2738 usec
