1 10000 500, 1.0
2 5000 500, 1.5176462772583081
4 2500 500, 2.6125640604115588
8 1250 500, 2.5804893890402836
1 10000 1000, 1.0
2 5000 1000, 1.5730325265471687
4 2500 1000, 2.60584961602022
8 1250 1000, 3.3039394421819717
1 10000 1500, 1.0
2 5000 1500, 1.7262092722836229
4 2500 1500, 2.5841003644684855
8 1250 1500, 3.0980464133798304
1 10000 2000, 1.0
2 5000 2000, 1.5710170470629072
4 2500 2000, 2.4290385251404616
8 1250 2000, 2.374503426646533
1 10000 2500, 1.0
2 5000 2500, 1.6676086421489347
4 2500 2500, 2.4609821786159607
8 1250 2500, 2.39217991737973
