5,5246
5,5411
5,5269
5,5317
5,5470
5,5349
5,5299
5,5243
5,5214
5,5231
5,5166
5,5267
5,5230
5,5235
5,5171
3,1426
3,1790
3,1408
3,1423
3,1653
3,1581
3,1408
3,1810
3,2033
3,1760
10,4931
10,4951
10,4976
10,4970
10,5007
10,4973
10,5049
10,4988
10,4967
10,4911
6,1744
6,0706
6,1540
6,0797
6,1444
6,0505
6,1202
6,3227
6,0578
6,0480
22,0991
22,0883
22,0728
22,0823
22,0787
22,1023
22,0875
22,1175
22,0847
22,0871
12,7120
12,7159
12,7021
12,6992
12,6163
12,5851
12,6526
12,5940
12,5503
12,6244
42,0083
41,9801
42,0115
41,9814
42,0147
41,9709
41,9695
41,9899
41,9740
42,0005
24,4035
24,4145
24,3319
24,5408
24,2694
24,3424
24,3087
24,4241
24,6278
24,3858
