1 100000 500, 1.0
2 50000 500, 1.8708679047760517
4 25000 500, 2.136013802470495
8 12500 500, 2.100768488158581
1 100000 1000, 1.0
2 50000 1000, 1.8678955661988537
4 25000 1000, 2.1653701681507918
8 12500 1000, 2.1654668672607684
1 100000 1500, 1.0
2 50000 1500, 1.8813067715708867
4 25000 1500, 2.1834016209874956
8 12500 1500, 2.189015439961748
1 100000 2000, 1.0
2 50000 2000, 1.8795757704286244
4 25000 2000, 2.18612364206318
8 12500 2000, 2.1819027202174004
1 100000 2500, 1.0
2 50000 2500, 1.8725027657409286
4 25000 2500, 2.1937976822879435
8 12500 2500, 2.193242206840015
