1 1000 500, 1.0
2 500 500, 1.6957311805534867
4 250 500, 3.987670753064798
8 125 500, 2.8911574991111784
1 1000 1000, 1.0
2 500 1000, 2.012823132727087
4 250 1000, 4.271974844585803
8 125 1000, 3.6561804008908685
1 1000 1500, 1.0
2 500 1500, 2.1049404505105174
4 250 1500, 3.7125366044870765
8 125 1500, 3.4984464289594333
1 1000 2000, 1.0
2 500 2000, 1.6686683181002817
4 250 2000, 3.3517088737904057
8 125 2000, 3.567794133761917
1 1000 2500, 1.0
2 500 2500, 1.6818185156083625
4 250 2500, 3.2770289606227103
8 125 2500, 3.666277133892553
