
2 thread(s), 2289 usec
2 thread(s), 2322 usec
2 thread(s), 5789 usec
2 thread(s), 5999 usec
2 thread(s), 2797 usec
2 thread(s), 5343 usec
2 thread(s), 2301 usec
2 thread(s), 2338 usec

mpiexec 4 250 1500
4 thread(s), 1981 usec
4 thread(s), 1930 usec
4 thread(s), 1909 usec
4 thread(s), 1889 usec
4 thread(s), 3314 usec
4 thread(s), 3081 usec
4 thread(s), 1190 usec
4 thread(s), 1909 usec
4 thread(s), 1964 usec
4 thread(s), 1815 usec
4 thread(s), 1875 usec
4 thread(s), 1861 usec
4 thread(s), 1941 usec
4 thread(s), 1905 usec
4 thread(s), 3055 usec
4 thread(s), 1881 usec
4 thread(s), 1940 usec
4 thread(s), 1875 usec
4 thread(s), 1868 usec
4 thread(s), 4186 usec

mpiexec 8 125 1500
8 thread(s), 2565 usec
8 thread(s), 1540 usec
8 thread(s), 686 usec
8 thread(s), 4029 usec
8 thread(s), 3936 usec
8 thread(s), 690 usec
8 thread(s), 2368 usec
8 thread(s), 4777 usec
8 thread(s), 1728 usec
8 thread(s), 3159 usec
8 thread(s), 2765 usec
8 thread(s), 1341 usec
8 thread(s), 1396 usec
8 thread(s), 1763 usec
8 thread(s), 3739 usec
8 thread(s), 706 usec
8 thread(s), 4845 usec
8 thread(s), 1667 usec
8 thread(s), 1645 usec
8 thread(s), 678 usec

mpiexec 1 1000 2000
1 thread(s), 7044 usec
1 thread(s), 12135 usec
1 thread(s), 6701 usec
1 thread(s), 9578 usec
1 thread(s), 8646 usec
1 thread(s), 9088 usec
1 thread(s), 12847 usec
1 thread(s), 12200 usec
1 thread(s), 11319 usec
1 thread(s), 9117 usec
1 thread(s), 7245 usec
1 thread(s), 10147 usec
1 thread(s), 10611 usec
1 thread(s), 6963 usec
1 thread(s), 8250 usec
1 thread(s), 12333 usec
1 thread(s), 12615 usec
1 thread(s), 12662 usec
1 thread(s), 7636 usec
1 thread(s), 8214 usec

mpiexec 2 500 2000
2 thread(s), 5166 usec
2 thread(s), 3697 usec
2 thread(s), 5827 usec
2 thread(s), 6620 usec
2 thread(s), 3984 usec
2 thread(s), 4402 usec
2 thread(s), 3528 usec
2 thread(s), 3042 usec
2 thread(s), 4182 usec
2 thread(s), 6479 usec
2 thread(s), 6919 usec
2 thread(s), 8177 usec
2 thread(s), 8941 usec
2 thread(s), 5684 usec
2 thread(s), 6610 usec
2 thread(s), 6201 usec
2 thread(s), 7735 usec
2 thread(s), 6695 usec
2 thread(s), 6122 usec
2 thread(s), 7059 usec

mpiexec 4 250 2000
4 thread(s), 4551 usec
4 thread(s), 5230 usec
4 thread(s), 2522 usec
4 thread(s), 3043 usec
4 thread(s), 2458 usec
4 thread(s), 2447 usec
4 thread(s), 2438 usec
4 thread(s), 2497 usec
4 thread(s), 2779 usec
4 thread(s), 2452 usec
4 thread(s), 2513 usec
4 thread(s), 2457 usec
4 thread(s), 2993 usec
4 thread(s), 2481 usec
4 thread(s), 3276 usec
4 thread(s), 2461 usec
4 thread(s), 2444 usec
4 thread(s), 4062 usec
4 thread(s), 2683 usec
4 thread(s), 2497 usec

mpiexec 8 125 2000
8 thread(s), 904 usec
8 thread(s), 3909 usec
8 thread(s), 962 usec
8 thread(s), 1801 usec
8 thread(s), 912 usec
8 thread(s), 1563 usec
8 thread(s), 3593 usec
8 thread(s), 3438 usec
8 thread(s), 3010 usec
8 thread(s), 3397 usec
8 thread(s), 3444 usec
8 thread(s), 3013 usec
8 thread(s), 1879 usec
8 thread(s), 5133 usec
8 thread(s), 3466 usec
8 thread(s), 3090 usec
8 thread(s), 4875 usec
8 thread(s), 2809 usec
8 thread(s), 1780 usec
8 thread(s), 1776 usec

mpiexec 1 1000 2500
1 thread(s), 15651 usec
