1 10000 500, 1.0
2 5000 500, 1.8446192068443765
4 2500 500, 1.999648999649
8 1250 500, 1.917983114932408
1 10000 1000, 1.0
2 5000 1000, 1.8866906762193585
4 2500 1000, 2.1214507980539126
8 1250 1000, 2.0642413859412967
1 10000 1500, 1.0
2 5000 1500, 1.8875203918663748
4 2500 1500, 2.136283456019539
8 1250 1500, 2.0164189379263973
1 10000 2000, 1.0
2 5000 2000, 1.8849109668295192
4 2500 2000, 2.1295776131137303
8 1250 2000, 2.0738263340388325
1 10000 2500, 1.0
2 5000 2500, 1.8837658837516988
4 2500 2500, 2.1373845764425474
8 1250 2500, 2.1227835887479984
